userId,itemId,timestamp,action_type
1,1005,2025-01-02 21:00:00,click
1,1013,2025-01-02 21:04:50,click
1,1005,2025-01-02 21:09:31,click
1,1021,2025-01-03 04:13:21,click
1,1007,2025-01-03 04:18:13,click
1,1002,2025-01-03 04:22:03,click
1,1006,2025-01-04 02:25:44,click
1,1003,2025-01-04 02:26:42,click
1,1002,2025-01-04 02:29:02,click
1,1001,2025-01-04 02:33:14,click
1,1006,2025-01-04 02:34:11,click
1,1018,2025-01-04 02:37:31,click
1,1004,2025-01-05 16:38:11,click
1,1025,2025-01-05 16:41:22,click
1,1024,2025-01-05 16:45:08,click
1,1020,2025-01-05 16:45:44,click
1,1005,2025-01-05 16:48:33,click
1,1002,2025-01-06 06:53:02,click
1,1005,2025-01-06 06:54:07,click
1,1003,2025-01-06 06:57:25,click
1,1018,2025-01-06 06:59:30,click
1,1003,2025-01-06 09:04:25,click
1,1012,2025-01-06 09:07:13,click
1,1002,2025-01-06 09:07:26,click
1,1001,2025-01-06 09:12:25,click
1,1001,2025-01-06 09:13:47,click
1,1004,2025-01-08 09:14:43,click
1,1003,2025-01-08 09:17:47,click
1,1019,2025-01-08 09:20:43,click
1,1005,2025-01-08 09:21:36,click
1,1003,2025-01-10 01:23:06,click
1,1004,2025-01-10 01:27:02,click
1,1002,2025-01-10 01:30:58,click
1,1003,2025-01-10 09:35:30,click
1,1003,2025-01-10 09:39:49,click
1,1005,2025-01-10 09:40:22,click
1,1003,2025-01-10 09:41:00,click
1,1025,2025-01-10 09:42:58,click
1,1004,2025-01-11 04:45:18,click
1,1004,2025-01-11 04:49:08,click
1,1017,2025-01-11 04:53:50,click
1,1026,2025-01-11 04:58:46,click
1,1006,2025-01-11 05:01:57,click
1,1001,2025-01-12 09:02:28,click
1,1005,2025-01-12 09:05:18,click
1,1014,2025-01-12 09:08:55,click
1,1003,2025-01-12 17:11:33,click
1,1020,2025-01-12 17:13:10,click
1,1012,2025-01-12 17:17:15,click
1,1001,2025-01-12 17:18:10,click
1,1004,2025-01-12 17:20:24,click
1,1003,2025-01-12 17:25:02,click
1,1003,2025-01-13 08:28:05,click
1,1005,2025-01-13 08:32:36,click
1,1003,2025-01-13 08:37:07,click
1,1027,2025-01-13 08:40:16,click
1,1002,2025-01-13 08:41:41,click
1,1006,2025-01-13 21:44:02,click
1,1006,2025-01-13 21:44:50,click
1,1005,2025-01-13 21:49:12,click
1,1005,2025-01-13 21:53:11,click
2,1026,2025-01-02 22:00:00,click
2,1019,2025-01-02 22:02:45,click
2,1023,2025-01-02 22:03:23,click
2,1023,2025-01-02 22:06:11,click
2,1025,2025-01-02 22:06:50,click
2,1023,2025-01-02 22:07:39,click
2,1023,2025-01-03 23:12:08,click
2,1019,2025-01-03 23:16:08,click
2,1026,2025-01-03 23:17:54,click
2,1023,2025-01-03 23:22:20,click
2,1025,2025-01-03 23:26:20,click
2,1024,2025-01-03 23:27:13,click
2,1017,2025-01-04 15:27:43,click
2,1025,2025-01-04 15:32:20,click
2,1013,2025-01-04 15:35:40,click
2,1022,2025-01-04 15:39:19,click
2,1021,2025-01-04 15:39:55,click
2,1023,2025-01-04 15:42:56,click
2,1027,2025-01-06 11:47:51,click
2,1027,2025-01-06 11:49:17,click
2,1010,2025-01-06 11:50:39,click
2,1023,2025-01-06 11:54:09,click
2,1025,2025-01-06 11:56:57,click
2,1027,2025-01-06 11:58:12,click
2,1023,2025-01-08 05:59:09,click
2,1024,2025-01-08 06:02:24,click
2,1016,2025-01-08 06:05:28,click
2,1024,2025-01-08 06:07:16,click
2,1023,2025-01-08 06:08:45,click
2,1027,2025-01-08 06:13:14,click
2,1020,2025-01-08 09:17:53,click
2,1024,2025-01-08 09:19:10,click
2,1027,2025-01-08 09:20:43,click
2,1002,2025-01-08 09:22:17,click
2,1024,2025-01-08 09:25:57,click
2,1026,2025-01-10 01:29:54,click
2,1024,2025-01-10 01:33:53,click
2,1026,2025-01-10 01:36:41,click
2,1007,2025-01-10 01:40:51,click
2,1027,2025-01-10 01:44:09,click
2,1017,2025-01-11 07:48:04,click
2,1024,2025-01-11 07:52:44,click
2,1005,2025-01-11 07:54:36,click
2,1026,2025-01-11 07:56:54,click
2,1023,2025-01-11 08:00:14,click
2,1024,2025-01-11 16:04:48,click
2,1027,2025-01-11 16:07:17,click
2,1003,2025-01-11 16:08:42,click
2,1012,2025-01-11 16:10:45,click
2,1026,2025-01-11 16:11:08,click
2,1023,2025-01-12 16:15:35,click
2,1025,2025-01-12 16:18:56,click
2,1021,2025-01-12 16:19:56,click
2,1005,2025-01-12 16:22:57,click
3,1016,2025-01-08 18:00:00,click
3,1001,2025-01-08 18:03:59,click
3,1002,2025-01-08 18:04:18,click
3,1020,2025-01-08 18:09:08,click
3,1008,2025-01-09 22:13:48,click
3,1002,2025-01-09 22:16:32,click
3,1005,2025-01-09 22:20:16,click
3,1016,2025-01-10 03:24:20,click
3,1005,2025-01-10 03:29:04,click
3,1010,2025-01-10 03:31:17,click
3,1004,2025-01-10 04:35:06,click
3,1001,2025-01-10 04:36:51,click
3,1003,2025-01-10 04:41:29,click
3,1005,2025-01-10 04:46:08,click
3,1004,2025-01-10 04:51:01,click
3,1009,2025-01-11 21:51:33,click
3,1001,2025-01-11 21:51:51,click
3,1006,2025-01-11 21:54:57,click
3,1024,2025-01-11 21:56:00,click
3,1003,2025-01-11 21:59:00,click
3,1006,2025-01-11 22:03:49,click
3,1016,2025-01-13 18:05:28,click
3,1003,2025-01-13 18:07:11,click
3,1002,2025-01-13 18:11:15,click
3,1002,2025-01-13 18:11:47,click
3,1017,2025-01-13 18:14:38,click
3,1018,2025-01-13 18:18:11,click
3,1007,2025-01-14 11:22:23,click
3,1001,2025-01-14 11:24:59,click
3,1003,2025-01-14 11:27:58,click
3,1013,2025-01-15 13:31:51,click
3,1016,2025-01-15 13:34:54,click
3,1005,2025-01-15 13:39:18,click
3,1024,2025-01-15 13:41:44,click
3,1005,2025-01-15 13:45:31,click
3,1003,2025-01-15 13:47:13,click
3,1003,2025-01-15 19:48:15,click
3,1004,2025-01-15 19:52:13,click
3,1003,2025-01-15 19:53:48,click
3,1003,2025-01-15 19:57:46,click
3,1001,2025-01-15 20:01:38,click
3,1006,2025-01-17 15:02:26,click
3,1005,2025-01-17 15:03:57,click
3,1001,2025-01-17 15:07:51,click
3,1012,2025-01-17 15:10:01,click
3,1005,2025-01-17 15:13:16,click
3,1006,2025-01-17 15:13:42,click
3,1001,2025-01-18 15:17:42,click
3,1004,2025-01-18 15:19:02,click
3,1002,2025-01-18 15:21:52,click
3,1002,2025-01-18 15:23:00,click
3,1005,2025-01-18 15:27:25,click
3,1007,2025-01-19 08:28:35,click
3,1004,2025-01-19 08:31:11,click
3,1001,2025-01-19 08:33:03,click
3,1006,2025-01-19 08:37:04,click
3,1026,2025-01-19 08:41:01,click
4,1025,2025-01-08 21:00:00,click
4,1023,2025-01-08 21:02:43,click
4,1017,2025-01-08 21:04:22,click
4,1008,2025-01-09 05:06:26,click
4,1027,2025-01-09 05:10:48,click
4,1027,2025-01-09 05:14:06,click
4,1023,2025-01-09 05:15:22,click
4,1024,2025-01-10 01:16:05,click
4,1026,2025-01-10 01:20:20,click
4,1025,2025-01-10 01:21:07,click
4,1027,2025-01-10 01:21:54,click
4,1027,2025-01-10 01:25:00,click
4,1005,2025-01-10 01:26:43,click
4,1017,2025-01-11 10:30:34,click
4,1024,2025-01-11 10:32:02,click
4,1008,2025-01-11 10:34:57,click
4,1009,2025-01-12 20:38:04,click
4,1027,2025-01-12 20:39:54,click
4,1025,2025-01-12 20:42:24,click
4,1024,2025-01-12 20:47:07,click
4,1027,2025-01-12 20:48:35,click
4,1001,2025-01-14 09:51:37,click
4,1027,2025-01-14 09:52:28,click
4,1027,2025-01-14 09:54:53,click
4,1027,2025-01-16 01:58:36,click
4,1025,2025-01-16 02:01:14,click
4,1026,2025-01-16 02:05:31,click
4,1024,2025-01-17 08:08:13,click
4,1026,2025-01-17 08:12:08,click
4,1024,2025-01-17 08:14:02,click
4,1012,2025-01-19 06:16:52,click
4,1025,2025-01-19 06:20:26,click
4,1025,2025-01-19 06:24:59,click
4,1025,2025-01-19 06:27:12,click
4,1023,2025-01-19 06:31:12,click
4,1014,2025-01-20 01:31:47,click
4,1006,2025-01-20 01:34:04,click
4,1024,2025-01-20 01:37:01,click
4,1024,2025-01-20 01:39:51,click
4,1015,2025-01-20 01:44:16,click
4,1016,2025-01-20 01:48:41,click
5,1007,2025-01-06 17:00:00,click
5,1011,2025-01-06 17:03:10,click
5,1022,2025-01-06 17:07:33,click
5,1007,2025-01-06 17:11:43,click
5,1011,2025-01-06 17:12:48,click
5,1012,2025-01-06 17:16:05,click
5,1010,2025-01-07 19:16:38,click
5,1008,2025-01-07 19:19:53,click
5,1020,2025-01-07 19:23:20,click
5,1008,2025-01-09 11:25:53,click
5,1017,2025-01-09 11:29:24,click
5,1025,2025-01-09 11:34:19,click
5,1007,2025-01-10 00:35:42,click
5,1017,2025-01-10 00:36:11,click
5,1009,2025-01-10 00:40:23,click
5,1021,2025-01-10 00:44:56,click
5,1021,2025-01-10 00:47:49,click
5,1020,2025-01-10 00:50:32,click
5,1010,2025-01-11 11:55:02,click
5,1012,2025-01-11 11:59:15,click
5,1018,2025-01-11 12:02:14,click
5,1024,2025-01-11 12:05:01,click
5,1011,2025-01-11 12:05:24,click
5,1019,2025-01-11 12:07:30,click
5,1022,2025-01-11 23:11:45,click
5,1008,2025-01-11 23:13:59,click
5,1017,2025-01-11 23:15:46,click
5,1010,2025-01-11 23:19:30,click
5,1021,2025-01-11 23:23:10,click
5,1024,2025-01-11 23:27:21,click
5,1020,2025-01-13 21:28:02,click
5,1016,2025-01-13 21:30:58,click
5,1009,2025-01-13 21:35:37,click
5,1011,2025-01-13 21:39:42,click
5,1010,2025-01-14 20:44:31,click
5,1011,2025-01-14 20:46:47,click
5,1010,2025-01-14 20:48:52,click
5,1023,2025-01-14 20:51:29,click
5,1017,2025-01-14 20:55:49,click
5,1021,2025-01-16 20:00:45,click
5,1018,2025-01-16 20:05:33,click
5,1026,2025-01-16 20:08:39,click
5,1011,2025-01-16 20:10:03,click
5,1019,2025-01-16 20:10:53,click
5,1020,2025-01-18 20:13:14,click
5,1023,2025-01-18 20:15:42,click
5,1021,2025-01-18 20:18:11,click
5,1022,2025-01-18 20:20:23,click
5,1010,2025-01-18 20:25:04,click
5,1017,2025-01-18 20:25:40,click
5,1020,2025-01-19 03:29:51,click
5,1019,2025-01-19 03:31:21,click
5,1011,2025-01-19 03:35:35,click
5,1007,2025-01-19 03:38:29,click
6,1006,2025-01-03 19:00:00,click
6,1006,2025-01-03 19:03:43,click
6,1013,2025-01-03 19:04:11,click
6,1001,2025-01-04 07:08:34,click
6,1013,2025-01-04 07:11:16,click
6,1010,2025-01-04 07:14:17,click
6,1014,2025-01-04 07:18:55,click
6,1015,2025-01-04 07:23:23,click
6,1021,2025-01-05 05:24:30,click
6,1001,2025-01-05 05:26:51,click
6,1019,2025-01-05 05:29:53,click
6,1008,2025-01-05 05:31:41,click
6,1013,2025-01-06 14:35:29,click
6,1016,2025-01-06 14:37:13,click
6,1001,2025-01-06 14:40:08,click
6,1009,2025-01-06 14:42:31,click
6,1010,2025-01-06 14:44:57,click
6,1012,2025-01-07 07:45:12,click
6,1014,2025-01-07 07:46:22,click
6,1016,2025-01-07 07:49:59,click
6,1016,2025-01-07 07:51:09,click
6,1015,2025-01-07 07:54:27,click
6,1011,2025-01-08 14:55:45,click
6,1010,2025-01-08 14:59:06,click
6,1026,2025-01-08 15:03:17,click
6,1022,2025-01-08 15:05:18,click
6,1007,2025-01-10 01:06:09,click
6,1004,2025-01-10 01:06:58,click
6,1017,2025-01-10 01:07:39,click
6,1014,2025-01-10 01:09:32,click
6,1010,2025-01-10 01:11:06,click
6,1015,2025-01-10 01:15:02,click
6,1015,2025-01-10 07:19:22,click
6,1009,2025-01-10 07:20:39,click
6,1009,2025-01-10 07:25:37,click
6,1013,2025-01-10 07:28:24,click
6,1024,2025-01-10 07:30:44,click
6,1012,2025-01-10 07:32:45,click
6,1012,2025-01-11 06:36:31,click
6,1016,2025-01-11 06:37:16,click
6,1014,2025-01-11 06:37:42,click
6,1008,2025-01-13 00:39:01,click
6,1013,2025-01-13 00:43:00,click
6,1010,2025-01-13 00:46:22,click
6,1007,2025-01-13 00:47:40,click
6,1010,2025-01-13 00:48:50,click
6,1015,2025-01-13 00:52:21,click
6,1010,2025-01-13 02:52:32,click
6,1015,2025-01-13 02:56:19,click
6,1014,2025-01-13 02:58:35,click
6,1013,2025-01-13 03:01:06,click
6,1014,2025-01-13 03:01:32,click
6,1011,2025-01-13 19:01:50,click
6,1012,2025-01-13 19:02:17,click
6,1013,2025-01-13 19:04:32,click
6,1015,2025-01-13 19:08:26,click
6,1011,2025-01-14 04:09:04,click
6,1007,2025-01-14 04:11:57,click
6,1014,2025-01-14 04:14:08,click
